tmdbId,title,combined_features
22747,Bob the Butler (2005),character name as title three word title bob the buter character job tomgreen brookeshields genevievebuechner janewalkerwood comedy
17741,Stoned (2005),swimming swimming pool pantyhose reference to brian jones leogregory paddyconsidine davidmorrissey nealpurvis drama
25563,Marked Woman (1937),crime drama film-noir
146322,Running (1979),drama
43147,Blessed Event (1932),comedy drama
7549,Jet Li's Fearless (Huo Yuan Jia) (2006),jetli lisun yongdong chrischow action drama
151590,Susan Lenox (Her Fall and Rise) (1931),adventure drama romance
41796,"Adjuster, The (1991)",sex leg spreading unhappiness unfaithfulness eliaskoteas arsinéekhanjian maurychaykin atomegoyan drama
9615,"Fast and the Furious: Tokyo Drift, The (Fast and the Furious 3, The) (2006)",yakuza chase showdown dominic toretto character lucasblack damienmarzette trulam.marcus chrismorgan action crime drama thriller
9513,Garfield: A Tail of Two Kitties (2006),cat england prince prince and pauper breckinmeyer jenniferlovehewitt billyconnolly joelcohen animation children comedy
20604,Metal: A Headbanger's Journey (2005),metal heavy metal f rated music history tomaraya gavinbaddeley blasphemer scotmcfadyen documentary
410,Summer in Berlin (Sommer vorm Balkon) (2005),wine drinking balcony berlin germany alcoholic drink inkafriedrich nadjauhl andreasschmidt andreasdresen drama
31692,"Public Eye, The (1992)",neo noir taxi photographer news photographer joepesci richardriehle bryantravissmith howardfranklin crime thriller
25509,"Bribe, The (1949)",drama film-noir thriller
31998,Without Love (1945),comedy romance
9917,Waist Deep (2006),hood hijack hijacking hijacker tyresegibson shawnparr henryhunterhall vondiecurtis-hall action crime drama thriller
10770,"Sheriff and the Satellite Kid, The (1979)",action comedy sci-fi
4375,Triple Cross (1966),action adventure drama thriller war
51303,Spite Marriage (1929),comedy
1452,Superman Returns (2006),clark kent character lex luthor character superman character caped superhero brandonrouth katebosworth kevinspacey michaeldougherty action adventure sci-fi imax
43654,Edward II (1991),throne nobility gay king stevenwaddington kevincollins andrewtiernan seefullsummary drama
7872,"Road to Guantanamo, The (2006)",guantanamo bay muslim torture prison rizahmed farhadharun waqarsiddiqui michaelwinterbottom drama war
57406,Leonard Cohen: I'm Your Man (2005),poet leonard cohen f rated songwriter leonardcohen marthawainwright bethorton lianlunson documentary musical
18191,Edmond (2005),bipolar disorder prostitute oral sex violence williamh.macy francesbay rebeccapidgeon davidmamet drama thriller
14474,"OH in Ohio, The (2006)",lesbian cunnilingus unfaithfulness unhappy marriage sex therapist parkerposey dannydevito winteravezoli sarahbird comedy
773,Little Miss Sunshine (2006),gay drugs graduate student beauty pageant abigailbreslin gregkinnear pauldano valeriefaris adventure comedy drama
16429,Brothers of the Head (2005),gay kiss siamese twins 1970s threesome jonathanpryce johnsimm kenrussell louispepe drama
19999,Forgiving Dr. Mengele (2006),mengele holocaust holocaust survivor auschwitz evamozeskor samiadwan danbar-on cheripugh documentary
126090,Fuse (Gori vatra) (2003),enisbeslagic bogdandiklic sasapetrovic pjerzalica comedy drama
36576,Curse of the Pink Panther (1983),comedy crime mystery
33005,Mimic: Sentinel (2003),part of a trilogy third part apartment insect lancehenriksen karlgeary alexisdziena donalda.wollheim horror sci-fi thriller
36762,Rock 'n' Roll Nightmare (1987),fantasy horror
19676,These Girls (2005),pubic hair male pubic hair male frontal nudity nudity carolinedhavernas jacquesgirard hollylewis johnhazlett comedy
10308,Why Does Herr R. Run Amok? (Warum läuft Herr R. Amok?) (1970),drama
19972,"300 Spartans, The (1962)",adventure drama war
21631,"Fallen Idol, The (1948)",drama mystery thriller
35955,Desperate (1947),drama film-noir
41214,Knock on Any Door (1949),crime drama film-noir
1164,Babel (2006),original story american deaf girl mini skirt bradpitt cateblanchett mohamedakhzam guillermoarriaga drama thriller
71282,China Seas (1935),action adventure drama romance
72881,I Walk the Line (1970),drama
42839,"Girl Can't Help It, The (1956)",comedy
32740,Krrish (2006),breaking the fourth wall by talking to the audience breaking the fourth wall supernatural power non comic book superhero hrithikroshan priyankachopra rekha robinbhatt adventure musical romance sci-fi
13141,Strangers with Candy (2005),black comedy absurd comedy parody satire amysedaris paulsedaris chandrawilson stephencolbert comedy
31915,Prophecy (1979),horror sci-fi
45817,"Kremlin Letter, The (1970)",drama thriller
43838,Young Mr. Lincoln (1939),drama
31463,Subject Two (2006),human experimentation psychological thriller medical research medical student christianoliver deanstapleton courtneymace philipchidel drama thriller
11554,Three Times (2005),taipei taiwan shanghai china soldier time qishu chenchang fangmei t'ien-wenchu drama romance
25305,"Gumball Rally, The (1976)",adventure comedy
35199,Wordplay (2006),puzzle new york times crossword puzzle editor willshortz merlreagle tylerhinman patrickcreadon documentary
15383,Army of Shadows (L'armée des ombres) (1969),action drama thriller war
47850,Orchestra Rehearsal (Prova d'orchestra) (1978),drama
9072,Little Man (2006),dumb police craps baseball diarrhea marlonwayans shawnwayans kerrywashington keenenivorywayans comedy
43903,Dames (1934),comedy musical
43600,Dancing Lady (1933),comedy musical romance
73907,"Purple Plain, The (1954)",drama war
27716,Coonskin (1975),animation crime drama
54111,Memento Mori (Yeogo goedam II) (1999),teen suicide bloodstain drink thrown into someone's face south korea gyu-rikim parkyejin yeong-jinlee kyu-dongmin horror
9727,End Game (2006),car chase surprise ending assassination of president the white house cubagoodingjr. angieharmon jameswoods j.c.pollock crime drama mystery
14120,End of the Spear (2005),sliding downhill dead baby infanticide chase louieleonardo chadallen jackguzman billewing drama
76344,Two for the Seesaw (1962),drama romance
42636,"Detective, The (1968)",crime drama
9297,Monster House (2006),three friends halloween haunted house suburbs ryanwhitneynewman stevebuscemi mitchelmusso danharmon animation children fantasy mystery
26826,Wrong Side Up (Pribehy obycejneho silenstvi) (2005),mannequin sculptress blood donor exhibitionist ivantrojan zuzanasulajová zuzanastivínová ivantrojan comedy drama
81312,Just love me (Tylko mnie kochaj) (2006),maciejzakoscielny agnieszkagrochowska agnieszkadygant ryszardzatorski comedy romance
5070,Combien Tu M'aimes? (How Much Do You Love Me?) (2005),love triangle prostitute sex sex talk monicabellucci bernardcampan gérarddepardieu bertrandblier comedy romance
13802,Colour Me Kubrick: A True...ish Story (2005),stanley kubrick impersonator drink pub band tomallen scottbaker nickbarber eyeswideshut comedy drama
43778,Death of a Bureaucrat (La muerte de un burócrata) (1966),comedy
326,Snakes on a Plane (2006),naked dead woman murder of a nude woman pantyhose short skirt samuell.jackson juliannamargulies nathanphillips johnheffernan action comedy horror thriller
512,Scoop (2006),implied sex swimsuit serial killer strong female lead jimdunk robertbathurst geoffbell woodyallen comedy fantasy mystery
9718,Talladega Nights: The Ballad of Ricky Bobby (2006),slapstick comedy winner takes all camp racing willferrell johnc.reilly sachabaroncohen willferrell action comedy
1593,Night at the Museum (2006),theodore roosevelt character jedediah smith character octavius caesar character deception benstiller carlagugino dickvandyke robertbengarant action comedy fantasy imax
1852,World Trade Center (2006),world trade center collapsing building terrorism twin towers nicolascage mariabello connorpaolo andreaberloff drama
1262,Stranger than Fiction (2006),author fate professor novelist willferrell williamdick guymassey zachhelm comedy drama fantasy romance
43610,"Valley of Decision, The (1945)",drama
126781,"Last Angry Man, The (1959)",drama
47758,"Good Fairy, The (1935)",comedy romance
82,Miami Vice (2006),police investigation police detective drug deal drugs colinfarrell jamiefoxx ligong michaelmann action crime drama thriller
14963,"Groomsmen, The (2006)",walking in the middle of the street washing one's face with one's hands pushing aerial camera shot edwardburns heatherburns johnleguizamo edwardburns comedy drama romance
9921,Shadowboxer (2005),male pubic hair male full frontal nudity penis hairy chest cubagoodingjr. helenmirren vanessaferlito willrokos crime drama thriller
36342,Each Dawn I Die (1939),crime drama thriller
51043,Loch Ness (1996),loch monster scientist loch ness teddanson joelyrichardson ianholm johnfusco drama
24164,"Good Morning, Night (Buongiorno, notte) (2003)",controversial communist death christian democrat mayasansa luigilocascio robertoherlitzka annalaurabraghetti drama
1986,"Live and Become (Va, vis et deviens) (2005)",jew love israel letter yaëlabecassis roschdyzem mosheagazai alain-michelblanc drama
31152,On Dangerous Ground (1952),crime drama film-noir
1402,"Pursuit of Happyness, The (2006)",motivational passion hardwork american dream willsmith jadensmith thandienewton steveconrad drama
2805,Tears of the Black Tiger (Fah talai jone) (2000),spaghetti western blood thailand outlaw chartchaingamsan suwinitpanjamawat stellamalucchi wisitsasanatieng action comedy romance western
9293,John Tucker Must Die (2006),cheerleader single mother voyeurism voyeur jessemetcalfe brittanysnow ashanti jefflowell comedy romance
9906,"Ant Bully, The (2006)",ant punishment miniaturization formicary juliaroberts nicolascage merylstreep johna.davis adventure animation children comedy fantasy imax
84956,Warning Shadows (Schatten - Eine nächtliche Halluzination) (1923),drama fantasy
35075,Leaves from Satan's Book (Blade af Satans bog) (1921),drama
55587,Michael (1924),drama
43597,Lady Killer (1933),comedy crime
47880,Mrs. Palfrey at the Claremont (2005),hotel writer grandson friendship joanplowright rupertfriend zoëtapper martindonovan comedy drama
31032,"Death of Mr. Lazarescu, The (Moartea domnului Lazarescu) (2005)",illness black comedy bucharest romania hospital doruana monicabarladeanu alinaberzunteanu cristipuiu drama
51857,Cria Cuervos (1976),drama
42479,Ciao Manhattan (Ciao! Manhattan) (1972),documentary drama romance
145899,"Gas, Inspector Palmu! (Kaasua, komisario Palmu!) (1961)",comedy crime mystery thriller
43542,"Rainmaker, The (1956)",comedy romance thriller western
1948,Crank (2006),upskirt heart poison bare breasts jasonstatham amysmart josepablocantillo briantaylor action thriller
148,"Secret Life of Words, The (2005)",oil rig burn victim yugoslav wars unfaithfulness sarahpolley timrobbins sverreankerousdal isabelcoixet drama romance
9951,"Dudesons Movie, The (2006)",stunt extreme male nudity injury jarnoleppälä jukkahilden jarnolaasala tuukkatiensuu comedy documentary
77221,Black Gold (2006),coffee color in title fair trade business  nickfrancis documentary
77250,"Hurricane, The (1937)",action drama romance
52452,Johnny Was (2006),reggae irish rastafarian gangster vinniejones patrickbergin laurencekinlan markhammond action crime drama thriller
31979,Played (2006),prison criminal voice over narration shower valkilmer gabrielbyrne vinniejones mickrossi crime thriller
5289,Chaos (2005),chaos theory power outage investigation exploding house jasonstatham ryanphillippe wesleysnipes tonygiglio action crime drama thriller
9782,"Night Listener, The (2006)",telephone talk show host based on novel john f. kennedy international airport robinwilliams tonicollette joemorton armisteadmaupin fantasy mystery thriller
9907,Barnyard: The Original Party Animals (2006),anthropomorphic animal animals farmer talking animal kevinjames courteneycox samelliott steveoedekerk animation children comedy
42501,Murmur of the Heart (Le souffle au coeur) (1971),drama
27203,They Won't Believe Me (1947),drama film-noir
63618,"Left Hand of God, The (1955)",drama
